"Serial No.","Dealer Credit Code","PPI_1(without QC)","PPI_1(with QC)","SLAB_1(without QC)","SLAB_1(with QC)"
183,0000105867,-,-,-,-
184,0000105868,-,-,-,-
185,0000105869,1800,-,400,-
186,0000113889,-,-,-,-
187,0000294485,-,-,-,-
188,0000194694,-,-,100,-
189,0000350161,-,-,-,-
190,0000106920,-,-,-,-
191,0000230770,-,-,-,-
192,0000114940,-,-,-,-
193,0000114942,-,-,-,-
194,0000222915,-,-,400,-
195,0000105871,-,-,-,-
196,0000105872,-,-,-,-
197,0000105873,450,-,400,-
198,0000457702,-,-,-,-
199,0000105875,-,-,-,-
200,0000105876,-,-,-,-
201,0000105877,-,-,100,-
202,0000105878,-,-,-,-
203,0000105879,-,-,-,-
204,0000267925,-,-,-,-
205,0000195917,-,-,-,-
206,0000349578,-,-,400,-
207,0000165009,-,-,-,-
208,0000332356,-,-,-,-
209,0000105880,-,-,-,-
210,0000114790,-,-,-,-
211,0000161609,-,-,-,-
212,0000105881,-,-,-,-
213,0000261078,-,-,-,-
214,0000105882,-,-,-,-
215,0000222927,-,-,-,-
216,0000105883,-,-,-,-
217,0000105884,-,-,-,-
218,0000105885,-,-,-,-
219,0000213858,-,-,-,-
220,0000196650,-,-,-,-
221,0000114958,-,-,-,-
222,0000105886,1800,-,400,-
223,0000213859,-,-,-,-
224,0000105887,-,-,-,-
225,0000105888,-,-,-,-
226,0000105889,-,-,-,-
227,0000114799,-,-,-,-
228,0000358819,-,-,-,-
229,0000222930,-,-,-,-
230,0000105890,-,-,-,-
231,0000231845,450,-,100,-
232,0000114963,-,-,-,-
233,0000105891,-,-,-,-
234,0000105892,-,-,-,-
235,0000162188,-,-,-,-
236,0000161297,450,-,400,-
237,0000105893,-,-,-,-
238,0000105896,-,-,-,-
239,0000105897,-,-,-,-
240,0000193990,3600,-,400,-
241,0000105899,900,-,100,-
242,0000459188,-,-,100,-
243,0000214923,-,-,-,-
244,0000232744,-,-,-,-
245,0000350197,-,-,-,-
246,0000321686,450,-,100,-
247,0000114974,-,-,-,-
248,0000114975,-,-,-,-
249,0000214767,-,-,400,-
250,0000162199,900,-,400,-
251,0000214768,-,-,-,-
252,0000214769,900,-,400,-
253,0000295572,-,-,-,-
254,0000114978,-,-,-,-
255,0000287556,-,-,-,-
256,0000286666,900,-,100,-
257,0000260531,450,-,400,-
258,0000151831,-,-,-,-
259,0000216712,-,-,-,-
260,0000163253,-,-,200,-
261,0000151832,-,-,-,-
262,0000163254,-,-,-,-
263,0000151833,-,-,-,-
264,0000214770,-,-,-,-
265,0000214771,-,-,-,-
266,0000114981,450,-,-,-
267,0000155076,450,-,-,-
268,0000114983,-,-,-,-
269,0000114988,-,-,400,-
270,0000165203,900,-,400,-
271,0000252521,-,-,-,-
272,0000165204,-,-,-,-
273,0000154514,-,-,-,-
274,0000232927,-,-,-,-
275,0000333449,-,-,200,-
276,0000114993,-,-,-,-
277,0000330778,-,-,-,-
278,0000330779,450,-,400,-
279,0000179763,-,-,-,-
280,0000249993,900,-,400,-
281,0000289198,900,-,200,-
282,0000460131,-,-,-,-
283,0000453003,-,-,400,-
284,0000154525,-,-,-,-
285,0000271409,-,-,-,-
286,0000253428,450,-,400,-
287,0000163439,-,-,-,-
288,0000457761,-,-,-,-
289,0000457764,-,-,400,-
290,0000163440,-,-,-,-
291,0000150971,-,-,-,-
292,0000150972,-,-,-,-
293,0000163288,-,-,-,-
294,0000179943,-,-,-,-
295,0000268883,-,-,-,-
296,0000268885,450,-,-,-
297,0000293998,-,-,-,-
298,0000165070,-,-,-,-
299,0000261624,-,-,-,-
300,0000165079,-,-,-,-
301,0000162568,-,-,-,-
302,0000289707,-,-,-,-
303,0000198666,450,-,100,-
304,0000199719,-,-,-,-
305,0000287929,900,-,400,-
306,0000300210,900,-,400,-
307,0000113102,3600,-,400,-
308,0000113103,-,-,-,-
309,0000300052,-,-,-,-
310,0000113104,-,-,-,-
311,0000460326,-,-,-,-
312,0000165081,-,-,-,-
313,0000165082,-,-,-,-
314,0000253453,-,-,-,-
315,0000333647,-,-,-,-
316,0000289713,-,-,400,-
317,0000114008,-,-,-,-
318,0000283022,-,-,-,-
319,0000345231,-,-,-,-
320,0000166141,-,-,100,-
321,0000283026,1800,-,-,-
322,0000460338,-,-,-,-
323,0000229083,-,-,400,-
324,0000323696,-,-,-,-
325,0000154569,-,-,-,-
326,0000457964,-,-,400,-
327,0000113120,900,-,400,-
328,0000105101,-,-,-,-
329,0000113121,-,-,-,-
330,0000113124,-,-,-,-
331,0000300073,450,-,-,-
332,0000300236,-,-,-,-
333,0000113126,-,-,-,-
334,0000113127,-,-,-,-
335,0000281411,450,-,400,-
336,0000347022,900,-,400,-
337,0000283037,-,-,-,-
338,0000442367,-,-,-,-
339,0000154579,-,-,-,-
340,0000320006,-,-,-,-
341,0000114026,-,-,-,-
342,0000283205,450,-,400,-
343,0000460192,-,-,-,-
344,0000166162,450,-,400,-
345,0000341690,-,-,-,-
346,0000318365,-,-,-,-
347,0000460197,-,-,-,-
348,0000325495,-,-,-,-
349,0000459764,-,-,-,-
350,0000114030,-,-,-,-
351,0000113140,450,-,400,-
352,0000113143,-,-,-,-
353,0000113144,900,-,400,-
354,0000114036,-,-,-,-
355,0000113307,-,-,-,-
356,0000114037,-,-,100,-
357,0000113147,-,-,-,-
358,0000114038,-,-,400,-
359,0000114039,-,-,-,-
360,0000113148,-,-,-,-
361,0000271631,-,-,-,-
362,0000346315,-,-,-,-
363,0000156370,-,-,-,-
364,0000281272,-,-,100,-
365,0000360578,-,-,-,-
366,0000166179,-,-,-,-
367,0000288864,-,-,400,-
368,0000114040,-,-,-,-
369,0000114041,450,-,400,-
370,0000113313,-,-,-,-
371,0000113151,-,-,-,-
372,0000114205,-,-,-,-
373,0000113153,-,-,-,-
374,0000114044,-,-,-,-
375,0000211326,-,-,-,-
376,0000114049,900,-,-,-
377,0000113158,-,-,-,-
378,0000271801,-,-,-,-
379,0000463043,-,-,-,-
380,0000113159,-,-,-,-
381,0000281604,-,-,-,-
382,0000166180,-,-,-,-
383,0000154761,-,-,-,-
384,0000452519,-,-,-,-
385,0000326726,-,-,-,-
386,0000149417,-,-,-,-
387,0000252935,-,-,-,-
388,0000219809,-,-,-,-
389,0000180767,450,-,200,-
390,0000199774,-,-,-,-
391,0000199775,-,-,-,-
392,0000115102,-,-,-,-
393,0000114211,-,-,-,-
394,0000113322,-,-,-,-
395,0000113160,-,-,-,-
396,0000113325,-,-,400,-
397,0000113164,-,-,-,-
398,0000115108,3600,-,400,-
399,0000115109,-,-,-,-
400,0000113329,-,-,-,-
401,0000327620,1800,-,200,-
402,0000114059,-,-,-,-
403,0000290522,-,-,-,-
404,0000290523,900,-,400,-
405,0000270760,-,-,-,-
406,0000281616,-,-,-,-
407,0000343663,-,-,-,-
408,0000281618,-,-,-,-
409,0000155664,450,-,200,-
410,0000165466,450,-,100,-
411,0000115110,-,-,-,-
412,0000115112,-,-,-,-
413,0000115113,450,-,400,-
414,0000114222,-,-,-,-
415,0000115114,-,-,-,-
416,0000113332,-,-,-,-
417,0000115115,-,-,-,-
418,0000114224,-,-,-,-
419,0000114063,450,-,400,-
420,0000113173,-,-,-,-
421,0000115117,-,-,-,-
422,0000115118,-,-,-,-
423,0000113174,-,-,-,-
424,0000114227,-,-,-,-
425,0000115119,3600,-,400,-
426,0000114228,-,-,-,-
427,0000357031,-,-,-,-
428,0000114068,-,-,-,-
429,0000113178,-,-,-,-
430,0000443462,-,-,-,-
431,0000357035,900,-,400,-
432,0000346505,450,-,400,-
433,0000335813,900,-,200,-
434,0000157452,-,-,-,-
435,0000462337,-,-,-,-
436,0000338165,-,-,-,-
437,0000149436,-,-,-,-
438,0000149437,-,-,-,-
439,0000136964,-,-,-,-
440,0000149438,-,-,-,-
441,0000136965,450,-,400,-
442,0000199796,-,-,-,-
443,0000115120,900,-,-,-
444,0000113503,-,-,400,-
445,0000114071,-,-,-,-
446,0000115124,-,-,-,-
447,0000115125,-,-,-,-
448,0000114235,1800,-,400,-
449,0000113182,900,-,400,-
450,0000115127,-,-,-,-
451,0000114236,-,-,-,-
452,0000113183,-,-,400,-
453,0000113184,450,-,200,-
454,0000114075,450,-,-,-
455,0000114238,-,-,-,-
456,0000355421,900,-,400,-
457,0000113186,-,-,-,-
458,0000149440,-,-,-,-
459,0000354533,-,-,-,-
460,0000113189,-,-,-,-
461,0000149441,-,-,-,-
462,0000149442,-,-,-,-
463,0000177225,-,-,-,-
464,0000194317,-,-,100,-
465,0000319624,-,-,-,-
466,0000264707,900,-,-,-
467,0000149447,-,-,-,-
468,0000165809,-,-,-,-
469,0000150201,-,-,-,-
470,0000114402,-,-,-,-
471,0000214033,-,-,-,-
472,0000114080,-,-,-,-
473,0000115133,-,-,-,-
474,0000113190,-,-,-,-
475,0000115135,-,-,-,-
476,0000114082,-,-,-,-
477,0000113191,-,-,-,-
478,0000114408,-,-,-,-
479,0000114409,-,-,-,-
480,0000115138,-,-,-,-
481,0000113356,900,-,400,-
482,0000337611,450,-,-,-
483,0000149452,-,-,-,-
484,0000165814,-,-,-,-
485,0000149453,-,-,-,-
486,0000264716,1800,-,400,-
487,0000154962,-,-,-,-
488,0000149454,-,-,-,-
489,0000165816,900,-,200,-
490,0000443485,-,-,-,-
491,0000154963,-,-,-,-
492,0000327655,-,-,100,-
493,0000149457,-,-,-,-
494,0000149458,-,-,-,-
495,0000290399,-,-,-,-
496,0000115141,-,-,-,-
497,0000115142,-,-,-,-
498,0000114090,-,-,400,-
499,0000113361,-,-,-,-
500,0000115143,-,-,-,-
501,0000114415,-,-,-,-
502,0000114253,-,-,-,-
503,0000113363,-,-,-,-
504,0000114254,450,-,400,-
505,0000114093,900,-,-,-
506,0000114256,-,-,-,-
507,0000115309,-,-,-,-
508,0000222229,-,-,-,-
509,0000113366,-,-,-,-
510,0000104618,-,-,-,-
511,0000114257,-,-,-,-
512,0000293231,-,-,-,-
513,0000104619,-,-,-,-
514,0000359005,-,-,-,-
515,0000355605,-,-,-,-
516,0000459996,-,-,-,-
517,0000222230,-,-,-,-
518,0000116202,3600,-,400,-
519,0000304041,900,-,400,-
520,0000115150,-,-,-,-
521,0000116204,-,-,-,-
522,0000104621,900,-,400,-
523,0000113370,-,-,-,-
524,0000116205,-,-,-,-
525,0000104622,450,-,-,-
526,0000114261,-,-,-,-
527,0000104623,-,-,-,-
528,0000113371,-,-,-,-
529,0000116207,-,-,-,-
530,0000220616,-,-,-,-
531,0000104625,-,-,-,-
532,0000115317,-,-,-,-
533,0000113536,-,-,-,-
534,0000112807,-,-,-,-
535,0000104626,-,-,-,-
536,0000113537,-,-,-,-
537,0000104627,-,-,-,-
538,0000115319,-,-,-,-
539,0000104628,450,-,400,-
540,0000113376,-,-,-,-
541,0000115158,-,-,-,-
542,0000104629,450,-,400,-
543,0000115159,-,-,-,-
544,0000113378,-,-,-,-
545,0000293405,-,-,-,-
546,0000174906,-,-,-,-
547,0000194188,-,-,-,-
548,0000116210,-,-,-,-
549,0000116212,-,-,-,-
550,0000104631,6000,-,400,-
551,0000116214,-,-,-,-
552,0000104632,-,-,-,-
553,0000113380,-,-,-,-
554,0000115162,-,-,-,-
555,0000116215,-,-,-,-
556,0000115324,-,-,-,-
557,0000104633,-,-,-,-
558,0000115163,-,-,-,-
559,0000114435,450,-,100,-
560,0000104634,-,-,-,-
561,0000112816,-,-,-,-
562,0000104635,-,-,-,-
563,0000115327,-,-,-,-
564,0000114436,-,-,-,-
565,0000113545,-,-,-,-
566,0000115328,-,-,400,-
567,0000220628,450,-,400,-
568,0000114276,-,-,-,-
569,0000113385,-,-,-,-
570,0000112818,3600,-,400,-
571,0000104638,-,-,-,-
572,0000113386,450,-,100,-
573,0000115168,-,-,-,-
574,0000104639,450,-,400,-
575,0000113387,-,-,-,-
576,0000115169,-,-,-,-
577,0000357409,-,-,-,-
578,0000148593,-,-,-,-
579,0000148594,-,-,-,-
580,0000148596,-,-,-,-
581,0000299950,-,-,-,-
582,0000299795,-,-,-,-
583,0000114601,-,-,-,-
584,0000115331,1800,-,400,-
585,0000232214,-,-,-,-
586,0000112821,-,-,-,-
587,0000104640,-,-,-,-
588,0000115170,-,-,100,-
589,0000104641,-,-,-,-
590,0000115171,-,-,-,-
591,0000116224,-,-,-,-
592,0000114442,-,-,-,-
593,0000104642,-,-,-,-
594,0000104804,1800,-,400,-
595,0000104805,-,-,-,-
596,0000113553,-,-,-,-
597,0000104643,900,-,400,-
598,0000115173,-,-,-,-
599,0000114282,-,-,100,-
600,0000104644,-,-,-,-
601,0000113554,-,-,-,-
602,0000116228,-,-,-,-
603,0000104645,-,-,-,-
604,0000113555,-,-,-,-
605,0000115337,-,-,-,-
606,0000222257,-,-,-,-
607,0000104646,900,-,200,-
608,0000113394,-,-,-,-
609,0000114447,-,-,200,-
610,0000113719,-,-,-,-
611,0000104647,-,-,-,-
612,0000114287,-,-,100,-
613,0000104648,-,-,-,-
614,0000115178,-,-,-,-
615,0000104649,-,-,400,-
616,0000113559,450,-,400,-
617,0000113397,-,-,-,-
618,0000113399,-,-,-,-
619,0000182782,-,-,-,-
620,0000354746,-,-,-,-
621,0000182783,450,-,200,-
622,0000165856,-,-,-,-
623,0000224202,-,-,-,-
624,0000116230,-,-,-,-
625,0000113720,-,-,-,-
626,0000112830,-,-,-,-
627,0000114612,-,-,-,-
628,0000116233,-,-,-,-
629,0000113560,-,-,-,-
630,0000104650,1800,-,400,-
631,0000112831,-,-,-,-
632,0000104651,450,-,100,-
633,0000112832,-,-,-,-
634,0000113561,-,-,-,-
635,0000161108,-,-,100,-
636,0000161109,-,-,-,-
637,0000104814,-,-,-,-
638,0000113563,450,-,400,-
639,0000116236,-,-,-,-
640,0000104653,-,-,-,-
641,0000112835,-,-,400,-
642,0000116237,-,-,-,-
643,0000104655,-,-,-,-
644,0000116239,-,-,-,-
645,0000104656,-,-,-,-
646,0000300676,-,-,100,-
647,0000259411,-,-,-,-
648,0000104819,-,-,-,-
649,0000104657,-,-,-,-
650,0000104658,-,-,-,-
651,0000104659,-,-,-,-
652,0000113569,-,-,-,-
653,0000455274,-,-,-,-
654,0000347625,-,-,-,-
655,0000291493,-,-,-,-
656,0000349248,-,-,400,-
657,0000229858,-,-,-,-
658,0000350000,-,-,-,-
659,0000161110,-,-,-,-
660,0000116241,-,-,-,-
661,0000113730,-,-,-,-
662,0000104820,-,-,-,-
663,0000205341,-,-,-,-
664,0000115351,1800,-,400,-
665,0000104821,450,-,200,-
666,0000113731,1800,-,400,-
667,0000223162,-,-,-,-
668,0000114623,-,-,-,-
669,0000104660,-,-,-,-
670,0000116243,-,-,-,-
671,0000113570,-,-,-,-
672,0000104823,-,-,-,-
673,0000104661,-,-,-,-
674,0000104662,-,-,-,-
675,0000104824,-,-,-,-
676,0000112844,-,-,-,-
677,0000104663,450,-,400,-
678,0000104825,-,-,-,-
679,0000116246,-,-,-,-
680,0000104826,-,-,-,-
681,0000104664,-,-,-,-
682,0000116247,-,-,-,-
683,0000231348,-,-,-,-
684,0000104827,-,-,-,-
685,0000104665,-,-,-,-
686,0000116248,-,-,400,-
687,0000104828,-,-,-,-
688,0000113576,-,-,-,-
689,0000104666,450,-,400,-
690,0000113738,-,-,-,-
691,0000115358,-,-,-,-
692,0000282911,-,-,-,-
693,0000114468,-,-,400,-
694,0000115359,450,-,100,-
695,0000104829,1800,-,400,-
696,0000104667,3600,-,400,-
697,0000282912,450,-,400,-
698,0000115199,450,-,100,-
699,0000104669,-,-,-,-
700,0000113579,-,-,-,-
701,0000354766,-,-,400,-
702,0000151323,-,-,-,-
703,0000113901,-,-,-,-
704,0000104830,1800,-,400,-
705,0000113740,-,-,400,-
706,0000115360,-,-,-,-
707,0000151324,-,-,-,-
708,0000115361,-,-,-,-
709,0000114471,3600,-,400,-
710,0000104670,1800,-,200,-
711,0000104832,-,-,-,-
712,0000115362,-,-,-,-
713,0000104671,1800,-,400,-
714,0000114472,3600,-,400,-
715,0000113743,-,-,-,-
716,0000104833,-,-,-,-
717,0000113582,-,-,-,-
718,0000104834,-,-,400,-
719,0000104672,-,-,-,-
720,0000321347,-,-,-,-
721,0000115365,-,-,-,-
722,0000104673,-,-,-,-
723,0000104835,-,-,-,-
724,0000113908,450,-,100,-
725,0000104675,-,-,-,-
726,0000116258,-,-,-,-
727,0000104837,-,-,-,-
728,0000113585,-,-,-,-
729,0000116259,-,-,-,-
730,0000104838,-,-,-,-
731,0000113749,900,-,-,-
732,0000104839,1800,-,400,-
733,0000113587,-,-,-,-
734,0000283813,900,-,400,-
735,0000283814,-,-,-,-
736,0000267614,450,-,-,-
737,0000104679,-,-,-,-
738,0000293619,-,-,400,-
739,0000357287,-,-,-,-
740,0000180004,-,-,-,-
741,0000180005,900,-,400,-
742,0000113910,-,-,-,-
743,0000350025,-,-,400,-
744,0000104840,-,-,-,-
745,0000232415,-,-,-,-
746,0000114642,450,-,200,-
747,0000116262,-,-,-,-
748,0000296135,-,-,-,-
749,0000293462,-,-,-,-
750,0000318980,-,-,-,-
751,0000268355,-,-,-,-
752,0000249482,-,-,200,-
753,0000255889,-,-,-,-
754,0000328950,-,-,-,-
755,0000104859,-,-,-,-
756,0000104698,-,-,-,-
757,0000195625,-,-,-,-
758,0000104699,-,-,-,-
759,0000293477,-,-,-,-
760,0000264965,450,-,200,-
761,0000264969,-,-,-,-
762,0000153132,450,-,400,-
763,0000114820,-,-,-,-
764,0000153134,-,-,-,-
765,0000105911,-,-,-,-
766,0000113930,-,-,-,-
767,0000304283,-,-,-,-
768,0000114824,-,-,-,-
769,0000104861,-,-,-,-
770,0000321375,-,-,-,-
771,0000114825,-,-,-,-
772,0000113772,6000,-,400,-
773,0000113934,-,-,-,-
774,0000115393,-,-,-,-
775,0000105916,6000,-,400,-
776,0000113773,-,-,-,-
777,0000114826,-,-,-,-
778,0000116284,-,-,-,-
779,0000113774,-,-,-,-
780,0000105917,1800,-,400,-
781,0000116285,-,-,-,-
782,0000114827,1800,-,400,-
783,0000115394,450,-,-,-
784,0000104864,1800,-,400,-
785,0000224259,-,-,400,-
786,0000104865,-,-,-,-
787,0000220696,-,-,-,-
788,0000113938,-,-,-,-
789,0000104866,-,-,-,-
790,0000105919,-,-,-,-
791,0000292913,-,-,-,-
792,0000220697,-,-,-,-
793,0000104867,-,-,-,-
794,0000116289,-,-,-,-
795,0000104868,-,-,-,-
796,0000279064,-,-,-,-
797,0000104869,-,-,-,-
798,0000328961,-,-,-,-
799,0000283682,1800,-,400,-
800,0000345892,1800,-,400,-
801,0000292594,-,-,400,-
802,0000264976,900,-,200,-
803,0000264978,-,-,-,-
804,0000162210,-,-,-,-
805,0000105921,-,-,-,-
806,0000105922,-,-,-,-
807,0000104870,-,-,-,-
808,0000105923,-,-,-,-
809,0000104871,-,-,-,-
810,0000112890,-,-,-,-
811,0000105924,-,-,-,-
812,0000105925,-,-,-,-
813,0000113944,-,-,200,-
814,0000104872,-,-,-,-
815,0000222809,-,-,-,-
816,0000113783,-,-,-,-
817,0000104873,-,-,-,-
818,0000105926,-,-,-,-
819,0000105927,900,-,400,-
820,0000104874,-,-,-,-
821,0000105928,-,-,-,-
822,0000116296,-,-,-,-
823,0000104875,-,-,100,-
824,0000459215,6000,-,400,-
825,0000112895,-,-,-,-
826,0000104876,-,-,-,-
827,0000114678,-,-,-,-
828,0000104878,-,-,-,-
829,0000114679,-,-,400,-
830,0000264980,-,-,-,-
831,0000104879,-,-,-,-
832,0000461892,-,-,-,-
833,0000266925,1800,-,400,-
834,0000328973,-,-,-,-
835,0000180041,-,-,-,-
836,0000105930,-,-,-,-
837,0000105931,-,-,-,-
838,0000105932,-,-,-,-
839,0000113951,450,-,-,-
840,0000234237,450,-,200,-
841,0000114843,-,-,-,-
842,0000171138,-,-,-,-
843,0000113790,-,-,-,-
844,0000113791,-,-,-,-
845,0000114682,-,-,-,-
846,0000114844,-,-,-,-
847,0000104881,-,-,-,-
848,0000105934,3600,-,400,-
849,0000114683,-,-,-,-
850,0000105935,6000,-,400,-
851,0000104882,-,-,-,-
852,0000104883,450,-,200,-
853,0000114684,-,-,-,-
854,0000105936,-,-,100,-
855,0000105937,-,-,-,-
856,0000113956,-,-,-,-
857,0000105938,-,-,-,-
858,0000104886,-,-,-,-
859,0000105939,900,-,400,-
860,0000211968,-,-,100,-
861,0000114688,-,-,-,-
862,0000287263,-,-,-,-
863,0000104887,-,-,-,-
864,0000104888,-,-,-,-
865,0000279087,-,-,-,-
866,0000214802,-,-,100,-
867,0000105941,-,-,-,-
868,0000105942,-,-,-,-
869,0000152274,-,-,-,-
870,0000104890,450,-,200,-
871,0000105943,-,-,-,-
872,0000105944,900,-,400,-
873,0000104891,1800,-,400,-
874,0000114854,-,-,400,-
875,0000105945,900,-,400,-
876,0000104892,-,-,-,-
877,0000150819,-,-,-,-
878,0000105946,-,-,-,-
879,0000104893,-,-,-,-
880,0000113966,-,-,-,-
881,0000105947,-,-,-,-
882,0000104894,-,-,-,-
883,0000104895,-,-,-,-
884,0000105948,-,-,-,-
885,0000113967,-,-,-,-
886,0000113968,-,-,-,-
887,0000104896,-,-,-,-
888,0000105949,1800,-,400,-
889,0000114859,-,-,-,-
890,0000248960,-,-,-,-
891,0000104897,-,-,-,-
892,0000104898,900,-,-,-
893,0000196394,-,-,100,-
894,0000286387,-,-,-,-
895,0000286388,-,-,400,-
896,0000286389,900,-,400,-
897,0000334203,450,-,400,-
898,0000261141,-,-,200,-
899,0000332260,-,-,-,-
900,0000340442,-,-,-,-
901,0000105950,-,-,-,-
902,0000114861,-,-,-,-
903,0000105951,1800,-,400,-
904,0000113970,-,-,-,-
905,0000113971,-,-,-,-
906,0000105952,-,-,-,-
907,0000105953,-,-,-,-
908,0000113972,1800,-,200,-
909,0000113973,6000,-,100,-
910,0000162249,-,-,-,-
911,0000211983,450,-,-,-
912,0000114865,-,-,-,-
913,0000113974,450,-,200,-
914,0000105956,-,-,-,-
915,0000105957,-,-,100,-
916,0000113976,1800,-,400,-
917,0000286390,-,-,200,-
918,0000230698,-,-,-,-
919,0000105958,-,-,-,-
920,0000105959,-,-,-,-
921,0000266953,-,-,200,-
