"Serial No.","Dealer Credit Code","PPI_1(without QC)","PPI_1(with QC)","SLAB_1(without QC)","SLAB_1(with QC)"
144,0000104669,-,-,-,-
145,0000113579,-,-,-,-
146,0000354766,-,-,400,-
147,0000113901,-,-,-,-
148,0000151323,-,-,-,-
149,0000151324,-,-,-,-
150,0000104830,900,-,200,-
151,0000113740,-,-,400,-
152,0000115360,-,-,-,-
153,0000115361,-,-,-,-
154,0000114471,1800,-,400,-
155,0000104670,1800,-,200,-
156,0000104832,-,-,-,-
157,0000115362,-,-,-,-
158,0000114472,900,-,400,-
159,0000104671,450,-,400,-
160,0000113743,-,-,-,-
161,0000104833,-,-,-,-
162,0000321347,-,-,-,-
163,0000113582,-,-,-,-
164,0000104834,-,-,-,-
165,0000104672,-,-,-,-
166,0000115365,-,-,-,-
167,0000104673,-,-,-,-
168,0000104835,-,-,-,-
169,0000104836,900,-,-,-
170,0000113908,450,-,100,-
171,0000104675,-,-,-,-
172,0000116258,-,-,-,-
173,0000104837,-,-,-,-
174,0000113585,-,-,-,-
175,0000116259,-,-,-,-
176,0000104838,-,-,-,-
177,0000283813,900,-,400,-
178,0000113749,900,-,-,-
179,0000104839,1800,-,400,-
180,0000104677,-,-,-,-
181,0000113587,-,-,-,-
182,0000267614,-,-,-,-
183,0000283814,-,-,-,-
184,0000104678,1800,-,200,-
185,0000104679,-,-,-,-
186,0000293619,-,-,400,-
187,0000357287,-,-,-,-
188,0000180004,-,-,-,-
189,0000180005,450,-,400,-
190,0000350025,-,-,400,-
191,0000113910,-,-,-,-
192,0000232415,-,-,-,-
193,0000104840,-,-,-,-
194,0000114642,450,-,200,-
195,0000116262,-,-,-,-
196,0000104841,-,-,-,-
197,0000151174,-,-,-,-
198,0000104680,-,-,-,-
199,0000113590,-,-,-,-
200,0000104842,-,-,-,-
201,0000115373,-,-,-,-
202,0000114644,-,-,-,-
203,0000112862,-,-,-,-
204,0000104681,-,-,-,-
205,0000116264,-,-,-,-
206,0000104682,-,-,-,-
207,0000115375,-,-,-,-
208,0000104683,-,-,-,-
209,0000114646,450,-,100,-
210,0000116266,-,-,-,-
211,0000104845,-,-,-,-
212,0000104846,-,-,-,-
213,0000104684,450,-,200,-
214,0000113918,3600,-,-,-
215,0000113919,-,-,-,-
216,0000116268,-,-,-,-
217,0000115378,-,-,-,-
218,0000112867,-,-,-,-
219,0000114649,-,-,-,-
220,0000104848,450,-,100,-
221,0000293462,-,-,-,-
222,0000296135,-,-,-,-
223,0000104849,-,-,-,-
224,0000113597,900,-,200,-
225,0000104687,-,-,-,-
226,0000104688,900,-,400,-
227,0000104689,-,-,-,-
228,0000249482,-,-,200,-
229,0000268355,-,-,-,-
230,0000318980,-,-,-,-
231,0000255889,-,-,-,-
232,0000105900,-,-,-,-
233,0000105901,-,-,-,-
234,0000116270,-,-,-,-
235,0000105902,-,-,-,-
236,0000171108,-,-,-,-
237,0000104850,-,-,-,-
238,0000105903,-,-,-,-
239,0000105904,-,-,-,-
240,0000116273,-,-,100,-
241,0000112871,450,-,400,-
242,0000105905,450,-,400,-
243,0000104852,-,-,-,-
244,0000104853,-,-,-,-
245,0000105906,-,-,-,-
246,0000104691,-,-,-,-
247,0000115384,-,-,-,-
248,0000113764,450,-,400,-
249,0000105907,-,-,-,-
250,0000104692,-,-,400,-
251,0000114817,-,-,-,-
252,0000105908,-,-,-,-
253,0000116195,-,-,-,-
254,0000112793,-,-,-,-
255,0000104855,-,-,-,-
256,0000104774,-,-,-,-
257,0000104693,-,-,-,-
258,0000113766,450,-,100,-
259,0000105909,-,-,-,-
260,0000115386,-,-,-,-
261,0000104694,-,-,-,-
262,0000104775,-,-,-,-
263,0000104856,450,-,200,-
264,0000112794,-,-,-,-
265,0000112875,-,-,400,-
266,0000104776,-,-,-,-
267,0000112876,-,-,-,-
268,0000104696,-,-,-,-
269,0000104858,-,-,-,-
270,0000104777,-,-,-,-
271,0000104778,-,-,-,-
272,0000113688,-,-,-,-
273,0000337941,450,-,400,-
274,0000104779,-,-,-,-
275,0000177726,-,-,-,-
276,0000114742,-,-,-,-
277,0000104780,-,-,-,-
278,0000104781,-,-,-,-
279,0000113854,-,-,-,-
280,0000114745,-,-,-,-
281,0000151276,-,-,-,-
282,0000104782,-,-,100,-
283,0000213484,-,-,-,-
284,0000279302,-,-,-,-
285,0000114908,-,-,-,-
286,0000114746,-,-,-,-
287,0000113855,-,-,-,-
288,0000112964,-,-,-,-
289,0000104783,900,-,400,-
290,0000151277,-,-,-,-
291,0000114747,-,-,-,-
292,0000114748,-,-,-,-
293,0000104788,-,-,-,-
294,0000104789,-,-,-,-
295,0000287328,-,-,400,-
296,0000114751,-,-,-,-
297,0000231473,-,-,-,-
298,0000161246,-,-,400,-
299,0000104790,-,-,-,-
300,0000104791,-,-,200,-
301,0000114916,-,-,-,-
302,0000104792,-,-,-,-
303,0000114755,-,-,-,-
304,0000104793,-,-,-,-
305,0000112974,-,-,-,-
306,0000287332,-,-,-,-
307,0000112975,-,-,-,-
308,0000356831,-,-,-,-
309,0000113867,-,-,-,-
310,0000195560,-,-,-,-
311,0000356670,-,-,-,-
312,0000287335,-,-,-,-
313,0000114598,-,-,-,-
314,0000112979,-,-,-,-
315,0000279319,-,-,-,-
316,0000176699,-,-,-,-
317,0000155014,900,-,100,-
318,0000114922,-,-,-,-
319,0000113870,900,-,-,-
320,0000114923,-,-,-,-
321,0000114924,-,-,-,-
322,0000114925,-,-,-,-
323,0000230755,-,-,-,-
324,0000222736,-,-,-,-
325,0000331276,450,-,-,-
326,0000114926,-,-,-,-
327,0000114765,-,-,-,-
328,0000113875,-,-,-,-
329,0000112985,-,-,-,-
330,0000105858,-,-,-,-
331,0000284832,450,-,-,-
332,0000112987,-,-,-,-
333,0000105859,-,-,-,-
334,0000284833,-,-,-,-
335,0000112988,450,-,-,-
336,0000177596,3600,-,200,-
337,0000319999,900,-,200,-
338,0000334116,450,-,400,-
339,0000231652,-,-,400,-
340,0000114932,-,-,-,-
341,0000105860,450,-,-,-
342,0000231653,-,-,-,-
343,0000105861,-,-,-,-
344,0000114772,-,-,-,-
345,0000105862,-,-,-,-
346,0000330556,-,-,400,-
347,0000105863,-,-,-,-
348,0000113882,-,-,-,-
349,0000230766,-,-,-,-
350,0000105865,-,-,-,-
351,0000114775,-,-,-,-
352,0000105866,-,-,-,-
353,0000112995,900,-,400,-
354,0000105867,-,-,-,-
355,0000339921,-,-,200,-
356,0000105868,-,-,-,-
357,0000105869,1800,-,400,-
358,0000113889,450,-,-,-
359,0000294485,-,-,-,-
360,0000194694,-,-,-,-
361,0000350161,-,-,-,-
362,0000106920,-,-,-,-
363,0000114940,-,-,-,-
364,0000230770,-,-,-,-
365,0000222915,-,-,400,-
366,0000114942,-,-,-,-
367,0000105871,-,-,-,-
368,0000105872,-,-,-,-
369,0000105873,450,-,400,-
370,0000113892,-,-,-,-
371,0000457702,-,-,-,-
372,0000105875,-,-,-,-
373,0000105876,-,-,-,-
374,0000105877,-,-,100,-
375,0000105878,-,-,-,-
376,0000105879,-,-,-,-
377,0000267925,-,-,-,-
378,0000195917,-,-,-,-
379,0000349578,-,-,400,-
380,0000165009,-,-,-,-
381,0000332356,-,-,-,-
382,0000105880,-,-,-,-
383,0000114790,-,-,-,-
384,0000105881,-,-,-,-
385,0000161609,-,-,-,-
386,0000261078,-,-,-,-
387,0000105882,-,-,-,-
388,0000222927,-,-,-,-
389,0000105883,-,-,-,-
390,0000105884,-,-,-,-
391,0000105885,-,-,-,-
392,0000213858,-,-,-,-
393,0000196650,-,-,-,-
394,0000105886,900,-,400,-
395,0000114958,-,-,-,-
396,0000213859,-,-,-,-
397,0000105887,-,-,-,-
398,0000105888,-,-,-,-
399,0000114799,-,-,-,-
400,0000105889,-,-,-,-
401,0000358819,-,-,-,-
402,0000222930,-,-,-,-
403,0000231845,450,-,-,-
404,0000105890,-,-,-,-
405,0000105891,-,-,-,-
406,0000114963,-,-,-,-
407,0000105892,-,-,-,-
408,0000105893,-,-,-,-
409,0000161297,-,-,400,-
410,0000162188,-,-,-,-
411,0000105896,-,-,-,-
412,0000105897,-,-,-,-
413,0000193990,1800,-,200,-
414,0000105899,450,-,100,-
415,0000459188,-,-,100,-
416,0000214923,-,-,-,-
417,0000232744,-,-,-,-
418,0000350197,-,-,-,-
419,0000321686,450,-,100,-
420,0000114974,-,-,-,-
421,0000114975,-,-,-,-
422,0000214767,-,-,400,-
423,0000162199,900,-,200,-
424,0000214768,-,-,-,-
425,0000214769,900,-,200,-
426,0000295572,-,-,-,-
427,0000114978,-,-,-,-
428,0000287556,-,-,-,-
429,0000286666,450,-,-,-
430,0000260531,450,-,200,-
431,0000151831,-,-,-,-
432,0000216712,-,-,-,-
433,0000151832,-,-,-,-
434,0000163253,-,-,200,-
435,0000151833,-,-,-,-
436,0000163254,-,-,-,-
437,0000214770,-,-,-,-
438,0000214771,-,-,-,-
439,0000155076,-,-,-,-
440,0000114981,450,-,-,-
441,0000114983,-,-,-,-
442,0000114988,-,-,100,-
443,0000252521,-,-,-,-
444,0000165203,450,-,200,-
445,0000165204,-,-,-,-
446,0000154514,-,-,-,-
447,0000232927,-,-,-,-
448,0000333449,-,-,200,-
449,0000114993,-,-,-,-
450,0000330778,-,-,-,-
451,0000330779,450,-,100,-
452,0000179763,-,-,-,-
453,0000249993,450,-,200,-
454,0000289198,900,-,-,-
455,0000460131,-,-,-,-
456,0000453003,-,-,400,-
457,0000154525,-,-,-,-
458,0000271409,-,-,-,-
459,0000253428,-,-,200,-
460,0000163439,-,-,-,-
461,0000457761,-,-,-,-
462,0000457764,-,-,400,-
463,0000163440,-,-,-,-
464,0000150971,-,-,-,-
465,0000150972,-,-,-,-
466,0000163288,-,-,-,-
467,0000179943,-,-,-,-
468,0000268883,-,-,-,-
469,0000268885,450,-,-,-
470,0000293998,-,-,-,-
471,0000165070,-,-,-,-
472,0000261624,-,-,-,-
473,0000165079,-,-,-,-
474,0000162568,-,-,-,-
475,0000289707,-,-,-,-
476,0000198666,450,-,100,-
477,0000199719,-,-,-,-
478,0000287929,900,-,200,-
479,0000300210,900,-,400,-
480,0000113102,1800,-,200,-
481,0000113103,-,-,-,-
482,0000300052,-,-,-,-
483,0000113104,-,-,-,-
484,0000460326,-,-,-,-
485,0000165081,-,-,-,-
486,0000165082,-,-,-,-
487,0000253453,-,-,-,-
488,0000333647,-,-,-,-
489,0000289713,-,-,400,-
490,0000114008,-,-,-,-
491,0000283022,-,-,-,-
492,0000345231,-,-,-,-
493,0000166141,-,-,100,-
494,0000283026,900,-,-,-
495,0000460338,-,-,-,-
496,0000229083,-,-,200,-
497,0000323696,-,-,-,-
498,0000154569,-,-,-,-
499,0000457964,-,-,400,-
500,0000113120,900,-,400,-
501,0000105101,-,-,-,-
502,0000113121,-,-,-,-
503,0000113124,-,-,-,-
504,0000300073,450,-,-,-
505,0000300236,-,-,-,-
506,0000113126,-,-,-,-
507,0000113127,-,-,-,-
508,0000281411,450,-,400,-
509,0000347022,450,-,400,-
510,0000283037,-,-,-,-
511,0000442367,-,-,-,-
512,0000154579,-,-,-,-
513,0000320006,-,-,-,-
514,0000114026,-,-,-,-
515,0000283205,450,-,400,-
516,0000166162,450,-,100,-
517,0000460192,-,-,-,-
518,0000341690,-,-,-,-
519,0000318365,-,-,-,-
520,0000460197,-,-,-,-
521,0000325495,-,-,-,-
522,0000459764,-,-,-,-
523,0000114030,-,-,-,-
524,0000113140,-,-,400,-
525,0000113143,-,-,-,-
526,0000113144,450,-,200,-
527,0000113307,-,-,-,-
528,0000114036,-,-,-,-
529,0000114037,-,-,100,-
530,0000114038,-,-,400,-
531,0000113147,-,-,-,-
532,0000113148,-,-,-,-
533,0000114039,-,-,-,-
534,0000271631,-,-,-,-
535,0000281272,-,-,100,-
536,0000156370,-,-,-,-
537,0000346315,-,-,-,-
538,0000360578,-,-,-,-
539,0000166179,-,-,-,-
540,0000288864,-,-,400,-
541,0000114040,-,-,-,-
542,0000114041,450,-,400,-
543,0000113151,-,-,-,-
544,0000113313,-,-,-,-
545,0000114205,-,-,-,-
546,0000114044,-,-,-,-
547,0000113153,-,-,-,-
548,0000211326,-,-,-,-
549,0000271801,-,-,-,-
550,0000113158,-,-,-,-
551,0000114049,450,-,-,-
552,0000113159,-,-,-,-
553,0000463043,-,-,-,-
554,0000281604,-,-,-,-
555,0000166180,-,-,-,-
556,0000154761,-,-,-,-
557,0000252935,-,-,-,-
558,0000149417,-,-,-,-
559,0000326726,-,-,-,-
560,0000452519,-,-,-,-
561,0000180767,450,-,100,-
562,0000219809,-,-,-,-
563,0000199774,-,-,-,-
564,0000199775,-,-,-,-
565,0000114211,-,-,-,-
566,0000115102,-,-,-,-
567,0000113160,-,-,-,-
568,0000113322,-,-,-,-
569,0000113325,-,-,400,-
570,0000115108,1800,-,200,-
571,0000113164,-,-,-,-
572,0000115109,-,-,-,-
573,0000113329,-,-,-,-
574,0000114059,-,-,-,-
575,0000290522,-,-,-,-
576,0000327620,900,-,100,-
577,0000290523,450,-,400,-
578,0000270760,-,-,-,-
579,0000281616,-,-,-,-
580,0000343663,-,-,-,-
581,0000281618,-,-,-,-
582,0000155664,450,-,100,-
583,0000165466,450,-,100,-
584,0000115110,-,-,-,-
585,0000115112,-,-,-,-
586,0000114222,-,-,-,-
587,0000115113,450,-,400,-
588,0000113332,-,-,-,-
589,0000115114,-,-,-,-
590,0000114224,-,-,-,-
591,0000115115,-,-,-,-
592,0000114063,450,-,400,-
593,0000115117,-,-,-,-
594,0000113173,-,-,-,-
595,0000114227,-,-,-,-
596,0000113174,-,-,-,-
597,0000115118,-,-,-,-
598,0000115119,450,-,200,-
599,0000114228,-,-,-,-
600,0000357031,-,-,-,-
601,0000114068,-,-,-,-
602,0000113178,-,-,-,-
603,0000335813,450,-,200,-
604,0000346505,450,-,400,-
605,0000357035,900,-,400,-
606,0000443462,-,-,-,-
607,0000157452,-,-,-,-
608,0000462337,-,-,-,-
609,0000338165,-,-,-,-
610,0000149436,-,-,-,-
611,0000149437,-,-,-,-
612,0000149438,-,-,-,-
613,0000136964,-,-,-,-
614,0000136965,-,-,200,-
615,0000199796,-,-,-,-
616,0000115120,450,-,-,-
617,0000113503,-,-,200,-
618,0000115124,-,-,-,-
619,0000114071,-,-,-,-
620,0000115125,-,-,-,-
621,0000113182,450,-,200,-
622,0000114235,1800,-,400,-
623,0000113183,-,-,400,-
624,0000114236,-,-,-,-
625,0000115127,-,-,-,-
626,0000114075,450,-,-,-
627,0000113184,450,-,200,-
628,0000114238,-,-,-,-
629,0000113186,-,-,-,-
630,0000355421,900,-,200,-
631,0000149440,-,-,-,-
632,0000149441,-,-,-,-
633,0000113189,-,-,-,-
634,0000354533,-,-,-,-
635,0000177225,-,-,-,-
636,0000149442,-,-,-,-
637,0000194317,-,-,100,-
638,0000319624,-,-,-,-
639,0000264707,900,-,-,-
640,0000165809,-,-,-,-
641,0000149447,-,-,-,-
642,0000150200,900,-,400,-
643,0000150201,-,-,-,-
644,0000114402,-,-,-,-
645,0000214033,-,-,-,-
646,0000115133,-,-,-,-
647,0000114080,-,-,-,-
648,0000113190,-,-,-,-
649,0000113191,-,-,-,-
650,0000114082,-,-,-,-
651,0000115135,-,-,-,-
652,0000114408,-,-,-,-
653,0000113356,900,-,400,-
654,0000115138,-,-,-,-
655,0000114409,-,-,-,-
656,0000337611,450,-,-,-
657,0000165814,-,-,-,-
658,0000149452,-,-,-,-
659,0000264716,900,-,200,-
660,0000149453,-,-,-,-
661,0000165816,450,-,200,-
662,0000149454,-,-,-,-
663,0000154962,-,-,-,-
664,0000154963,-,-,-,-
665,0000327655,-,-,100,-
666,0000443485,-,-,-,-
667,0000149457,-,-,-,-
668,0000149458,-,-,-,-
669,0000290399,-,-,-,-
670,0000115141,-,-,-,-
671,0000115142,-,-,-,-
672,0000115143,-,-,-,-
673,0000113361,-,-,-,-
674,0000114090,-,-,400,-
675,0000114253,-,-,-,-
676,0000114415,-,-,-,-
677,0000114254,450,-,400,-
678,0000113363,-,-,-,-
679,0000114093,900,-,100,-
680,0000222229,-,-,-,-
681,0000114256,-,-,-,-
682,0000115309,-,-,-,-
683,0000293231,-,-,-,-
684,0000113366,-,-,-,-
685,0000104618,-,-,-,-
686,0000114257,-,-,-,-
687,0000104619,-,-,-,-
688,0000359005,-,-,-,-
689,0000355605,-,-,-,-
690,0000459996,-,-,-,-
691,0000222230,-,-,-,-
692,0000304041,450,-,400,-
693,0000116202,1800,-,200,-
694,0000115150,-,-,-,-
695,0000104621,450,-,400,-
696,0000116204,-,-,-,-
697,0000113370,-,-,-,-
698,0000116205,-,-,-,-
699,0000104622,450,-,-,-
700,0000114261,-,-,-,-
701,0000104623,-,-,-,-
702,0000113371,-,-,-,-
703,0000220616,-,-,-,-
704,0000116207,-,-,-,-
705,0000104625,-,-,-,-
706,0000115317,-,-,-,-
707,0000113536,-,-,-,-
708,0000112807,-,-,-,-
709,0000104626,-,-,-,-
710,0000113537,-,-,-,-
711,0000104627,-,-,-,-
712,0000115319,-,-,-,-
713,0000104628,450,-,400,-
714,0000113376,-,-,-,-
715,0000115158,-,-,-,-
716,0000104629,-,-,200,-
717,0000115159,-,-,-,-
718,0000293405,-,-,-,-
719,0000113378,-,-,-,-
720,0000174906,-,-,-,-
721,0000194188,-,-,-,-
722,0000116210,-,-,-,-
723,0000116212,-,-,-,-
724,0000116214,-,-,-,-
725,0000104631,3600,-,400,-
726,0000115324,-,-,-,-
727,0000104632,-,-,-,-
728,0000113380,-,-,-,-
729,0000115162,-,-,-,-
730,0000116215,-,-,-,-
731,0000328950,-,-,-,-
732,0000104859,-,-,-,-
733,0000195625,-,-,-,-
734,0000104698,-,-,-,-
735,0000104699,-,-,-,-
736,0000293477,-,-,-,-
737,0000264965,-,-,100,-
738,0000264969,-,-,-,-
739,0000153132,450,-,400,-
740,0000114820,-,-,-,-
741,0000113930,-,-,-,-
742,0000105911,-,-,-,-
743,0000153134,-,-,-,-
744,0000304283,-,-,-,-
745,0000104861,-,-,-,-
746,0000114824,-,-,-,-
747,0000321375,-,-,-,-
748,0000114825,-,-,-,-
749,0000113772,1800,-,400,-
750,0000113934,-,-,-,-
751,0000115393,-,-,-,-
752,0000113773,-,-,-,-
753,0000105916,3600,-,400,-
754,0000114826,-,-,-,-
755,0000116284,-,-,-,-
756,0000105917,1800,-,400,-
757,0000116285,-,-,-,-
758,0000113774,-,-,-,-
759,0000114827,900,-,-,-
760,0000115394,450,-,-,-
761,0000104864,450,-,400,-
762,0000224259,-,-,200,-
763,0000104865,-,-,-,-
764,0000220696,-,-,-,-
765,0000105919,-,-,-,-
766,0000113938,-,-,-,-
767,0000104866,-,-,-,-
768,0000292913,-,-,-,-
769,0000220697,-,-,-,-
770,0000104867,-,-,-,-
771,0000104868,-,-,-,-
772,0000116289,-,-,-,-
773,0000279064,-,-,-,-
774,0000104869,-,-,-,-
775,0000328961,-,-,-,-
776,0000283682,900,-,200,-
777,0000345892,900,-,400,-
778,0000292594,-,-,100,-
779,0000264976,900,-,200,-
780,0000264978,-,-,-,-
781,0000162210,-,-,-,-
782,0000153141,-,-,400,-
783,0000105921,-,-,-,-
784,0000105922,-,-,-,-
785,0000104870,-,-,-,-
786,0000105923,-,-,-,-
787,0000105924,-,-,-,-
788,0000112890,-,-,-,-
789,0000104871,-,-,-,-
790,0000113944,-,-,200,-
791,0000104872,-,-,-,-
792,0000105925,-,-,-,-
793,0000222809,-,-,-,-
794,0000113783,-,-,-,-
795,0000104873,-,-,-,-
796,0000105926,-,-,-,-
797,0000105927,900,-,400,-
798,0000104874,-,-,-,-
799,0000105928,-,-,-,-
800,0000116296,-,-,-,-
801,0000104875,-,-,100,-
802,0000459215,6000,-,400,-
803,0000104876,-,-,-,-
804,0000112895,-,-,-,-
805,0000114678,-,-,-,-
806,0000104878,-,-,-,-
807,0000114679,-,-,200,-
808,0000264980,-,-,-,-
809,0000104879,-,-,-,-
810,0000461892,-,-,-,-
811,0000266925,900,-,200,-
812,0000328973,-,-,-,-
813,0000180041,-,-,-,-
814,0000105930,-,-,-,-
815,0000105931,-,-,-,-
816,0000114680,-,-,-,-
817,0000105932,-,-,-,-
818,0000113951,450,-,-,-
819,0000234237,450,-,200,-
820,0000105933,-,-,-,-
821,0000114843,-,-,-,-
822,0000171138,-,-,-,-
823,0000113790,-,-,-,-
824,0000113791,-,-,-,-
825,0000114682,-,-,-,-
826,0000114844,-,-,-,-
827,0000104881,-,-,-,-
828,0000105934,1800,-,400,-
829,0000114683,-,-,-,-
830,0000105935,1800,-,400,-
831,0000104882,-,-,-,-
832,0000104883,-,-,100,-
833,0000114684,-,-,-,-
834,0000105936,-,-,100,-
835,0000105937,-,-,-,-
836,0000113956,-,-,-,-
837,0000105938,-,-,-,-
838,0000104886,-,-,-,-
839,0000105939,450,-,200,-
840,0000211968,-,-,-,-
841,0000287263,-,-,-,-
842,0000104887,-,-,-,-
843,0000114688,-,-,-,-
844,0000104888,-,-,-,-
845,0000279087,-,-,-,-
846,0000214802,-,-,-,-
847,0000105941,-,-,-,-
848,0000152274,-,-,-,-
849,0000105942,-,-,-,-
850,0000105943,-,-,-,-
851,0000104890,450,-,200,-
852,0000114854,-,-,200,-
853,0000104891,1800,-,200,-
854,0000105944,450,-,400,-
855,0000150819,-,-,-,-
856,0000104892,-,-,-,-
857,0000105945,900,-,400,-
858,0000104893,-,-,-,-
859,0000105946,-,-,-,-
860,0000105947,-,-,-,-
861,0000113966,-,-,-,-
862,0000104894,-,-,-,-
863,0000113967,-,-,-,-
864,0000105948,-,-,-,-
865,0000104895,-,-,-,-
866,0000114859,-,-,-,-
867,0000105949,900,-,200,-
868,0000104896,-,-,-,-
869,0000113968,-,-,-,-
870,0000248960,-,-,-,-
871,0000104897,-,-,-,-
872,0000104898,900,-,-,-
873,0000196394,-,-,100,-
874,0000286387,-,-,-,-
875,0000286388,-,-,400,-
876,0000286389,450,-,400,-
877,0000334203,450,-,400,-
878,0000261141,-,-,200,-
879,0000332260,-,-,-,-
880,0000340442,-,-,-,-
881,0000105950,-,-,-,-
882,0000113970,-,-,-,-
883,0000105951,900,-,200,-
884,0000114861,-,-,-,-
885,0000113971,-,-,-,-
886,0000105952,-,-,-,-
887,0000113972,900,-,100,-
888,0000105953,-,-,-,-
889,0000113973,-,-,100,-
890,0000162249,-,-,-,-
891,0000211983,450,-,-,-
892,0000113974,450,-,100,-
893,0000114865,-,-,-,-
894,0000105956,-,-,-,-
895,0000105957,-,-,100,-
896,0000113976,1800,-,200,-
897,0000286390,-,-,200,-
898,0000230698,-,-,-,-
899,0000105958,-,-,-,-
900,0000105959,-,-,-,-
901,0000266953,-,-,100,-
902,0000164036,-,-,-,-
903,0000163307,-,-,-,-
904,0000114870,-,-,-,-
905,0000105961,6000,-,400,-
906,0000113980,-,-,-,-
907,0000234429,-,-,-,-
908,0000105963,-,-,-,-
909,0000113983,-,-,-,-
910,0000105965,-,-,-,-
911,0000115928,-,-,-,-
912,0000114875,-,-,-,-
913,0000105966,-,-,-,-
914,0000114879,-,-,-,-
915,0000177862,-,-,-,-
916,0000326041,450,-,100,-
917,0000234431,-,-,-,-
918,0000326043,-,-,-,-
919,0000234432,-,-,-,-
920,0000234433,-,-,-,-
921,0000343136,-,-,-,-
922,0000234435,-,-,-,-
923,0000114881,-,-,-,-
